full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
duh ini leoniel bisa bareng timnas mainnya. 🙂,duh leoniel bareng timnas mainnya,Netral,0.6058452,0.37565857,0.018496197
@Miss_Thena66 Klo begini mah timnas makin semangat mainnya #PRBWDukungTimnas ApresiasiPrRBw TmnasCtakSjrh,thena mah timnas semangat mainnya apresiasiprrbw tmnasctaksjrh,Negatif,0.44280484,0.45174703,0.10544808
"vs Australia, harusnya Timnas mainnya lebih lepas daripada pas vs Jepang. Sebab ini udah babak KO, nasib ya ditentuin diri sendiri. Gbs berharap sama tim lain, dan gbs juga cemas akan hasil tim lain.  It’s us against us tonight, give your best no matter what! 🦅🇮🇩  #AsianCup2023",vs australia timnas mainnya lepas pas vs jepang babak nasib ditentuin enggak bisa berharap tim enggak bisa cemas hasil tim its us against us tonight give your best no matter what,Netral,0.7132828,0.18836908,0.09834815
"Semalem di FA Cup Maidstone Utd tim non league, semi pro bisa ngalahin Ipswich Town tim papan atas div 2. Berharap Timnas vs Australia mainnya bisa sama semangatnya ky Maidstone. Kuncinya defense disiplin, kiper on fire, dan serangan balik efektif. #AsianCup2023 #TimnasDay 🇮🇩",semalem fa cup maidstone utd tim non league semi pro mengalahkan ipswich town tim papan div berharap timnas vs australia mainnya semangatnya kaya maidstone kuncinya defense disiplin kiper on fire serangan efektif,Netral,0.7802548,0.16430871,0.05543651
jadwal timnas mainnya knp brg final badminton dah😭😭,jadwal timnas mainnya bareng final badminton deh,Negatif,0.07201007,0.8142701,0.11371988
"@MelodyUnited Bayindir sih, karena indo mainnya awal jadi ya nonton timnas manyala abangku 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",bayindir indonesia mainnya menonton timnas manyala abangku,Negatif,0.15190226,0.69915074,0.14894694
"@kikysaputrii Ini sih gak niat ngasih mbak. Diturunin dikit lah. Kalau Timnas bisa tahan Ostrali sampai perpanjangan waktu saja lah, aturan mainnya.",niat mengasih mbak-mbak diturunin dikit timnas tahan ostrali perpanjangan aturan mainnya,Netral,0.58650166,0.3290479,0.084450446
@BadmintonTalk Tolong buat tunggal putri sama ngabtonsen dipercepat mainnya. Takut bentrok sama timnas 😅,tolong tunggal putri ngabtonsen dipercepat mainnya takut bentrok timnas,Netral,0.9173121,0.06349485,0.019193003
@darjofess Emang kapan si timnas mainnya?,timnas mainnya,Negatif,0.2292271,0.54338825,0.2273847
"@Stropsabitabit gara2 nonton timnas spanyol taun kapan ya pokoknya yg midfieldersnya gacor. ada xabi, xavi, iniesta, silva nah gue plg seneng liat fabregas main. mana muda banget udah sejago itu &amp  dia main di arsenal. sampe sekarang jd suka arsenal walau ga byk tropi soalnya seru cara mainnya https://t.co/tUTljz2MBT",gara-gara menonton timnas spanyol pokoknya midfieldersnya gacor xabi xavi iniesta silva gue pulang senang lihat fabregas main muda banget sejago main arsenal suka arsenal tropi seru mainnya,Positif,0.018686207,0.26613483,0.7151789
"Gak muluk2. Liat timnas bisa solid mainnya, plus gak kebobolan lebih dari waktu lawan jepang aja udah cukup sih",muluk lihat timnas solid mainnya plus kebobolan lawan jepang,Netral,0.72040474,0.17203753,0.10755777
"@AFC_Jubir Senoga #timnas mainnya bagus, dan STY kontraknya diperpanjang",jubir senoga mainnya bagus sty kontraknya diperpanjang,Positif,0.018598571,0.20568985,0.77571166
Yang Hongseok bagus banget mainnya. Dia masuk Timnas gak sih? https://t.co/8Z9XQuQboP,hongseok bagus banget mainnya masuk timnas,Positif,0.0024745362,0.092738435,0.904787
@SiaranBolaLive Mainnya macem timnas indonesia sblm era sty,mainnya timnas indonesia era sty,Negatif,0.3816258,0.5817863,0.036587887
"Sy kok punya keyakinan besar utk timnas nanti malem, harusnya mainnya nyantai ya tanpa beban",keyakinan besar-besar timnas malam mainnya nyantai beban,Netral,0.90261465,0.06903056,0.028354736
"@theflankerID sebenernya lebih ngeri lawan Australi yang ga terlalu pressing gini mainnya, karena Timnas sejauh ini secara taktikal selalu counter strat lawan dan pertahanan timnas sangat rawan ditembus karena bakal terciptanya ruang antar lini yang dimanfaatkan kecepatan lawan 👀",ngeri lawan australi pressing mainnya timnas taktikal counter strat lawan pertahanan timnas rawan ditembus terciptanya ruang lini dimanfaatkan kecepatan lawan,Netral,0.60602516,0.35026938,0.04370551
@Goldmind_82 @persebayaupdate Mestine kan yo buanggaa yo ono pemain e sing iso kiprah nang timnas opo maneh dikelilingi pemain2 naturalisasi iki nando Lokal pret sing termasuk sukses tembus Tim utama di era STY. Tim media persebaya kurang jauh mainnya Dan gak greget sama sekali disaat org lagi demam AFC 2024,mestine buanggaa sono pemain sing iso kiprah nang timnas opo maneh dikelilingi pemain naturalisasi iki nando lokal pret sing sukses tembus tim utama era sty tim media persebaya mainnya greget disaat orang demam afc,Netral,0.75936407,0.17401956,0.06661641
Timnas day!! Bodo amat resultnya yg penting semangat mainnya.,timnas day bodo resultnya semangat mainnya,Negatif,0.20978715,0.6820184,0.10819444
"@PorosHalangID Orang di rekrut main bagus di timnas ini onani dahlah, kebantu bek inter dulu sama pas di ajax gaya mainnya ga kayak epl jadi ya keliahatannya mewah pas di epl 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",orang-orang rekrut main bagus timnas onani dahlah kebantu bek inter pas ajax gaya mainnya kayak epl keliahatannya mewah pas epl,Negatif,0.028213972,0.7476811,0.22410491
@VIVAcoid trus percaya kemarin ujan²an main bola mau semangati timnas ?  mainnya sudah sangat kotor ini 😪,percaya kemarin ujanan main bola semangati timnas mainnya kotor,Negatif,0.29630992,0.54048353,0.16320655
"@GOAL_ID Yang bikin heran, timnas palestina itu kalo TC timnasnya buat Asia Cup dimana ya? Kok mainnya bisa jago bgt sampe lolos 16 besar loh. Padahal negaranya lagi konflik, liganya berhenti, apalagi pembinaannya kayaknya malah ga sempat. Gitu gimana ya🤔",id heran timnas palestina tc timnasnya asia cup dimana-mana mainnya jago banget lolos besar-besar negaranya konflik liganya berhenti pembinaannya kayaknya,Negatif,0.031368915,0.8245137,0.1441174
"@barcastuff_idn Kalo gini mainnya, lawan timnas indonesia sekarang bisa bisa kalah juga sama indonesia",idn mainnya lawan timnas indonesia kalah indonesia,Netral,0.5819708,0.24401246,0.17401661
"@idextratime @bliblidotcom Bagi gw mah lolos 16 besar udah cukup banget utk saat ini, cuman berharap aja timnas mainnya nothing to lose apapun hasilnya nanti",gue mah lolos besar-besar banget cuman berharap timnas mainnya nothing lose apapun hasilnya,Negatif,0.024621313,0.75363123,0.22174749
"@zegori_ STY Stay !!  Alhamdulillah Timnas Indonesia bisa lolos 16 besar walaupun harus menunggu di injury time 😭kesempatan ini Wajib dimaksimalkan, mainnya harus lebih semangat lagi, apapun hasilnya yg penting udah berusaha.. semoga bisa lanjut ke 8 besar",sty stay alhamdulillah timnas indonesia lolos besar-besar menunggu injury time kesempatan wajib dimaksimalkan mainnya semangat apapun hasilnya berusaha semoga besar-besar,Positif,0.06366317,0.27292648,0.66341037
"Menurut Pratama Arhan, persiapan timnas Indonesia sudah cukup baik dan siap memberikan perlawanan sengit untuk Australia di babak 16 besar Piala Asia 2023. Tunggu tanggal mainnya besok! 🇮🇩🇦🇺 #AsianCup2023 https://t.co/6Mv9nabE0X",pratama arhan persiapan timnas indonesia perlawanan sengit australia babak besar-besar piala asia tunggu tanggal mainnya besok,Negatif,0.2718292,0.5706365,0.15753426
"Menurut Pratama Arhan, persiapan timnas Indonesia sudah cukup baik dan siap memberikan perlawanan sengit untuk Australia di babak 16 besar Piala Asia 2023. Tunggu tanggal mainnya besok! 🇮🇩🇦🇺 #AsianCup2023 https://t.co/7Y35vJjCuC",pratama arhan persiapan timnas indonesia perlawanan sengit australia babak besar-besar piala asia tunggu tanggal mainnya besok,Negatif,0.2718292,0.5706365,0.15753426
"@medioclubID Keknya kalopun timnas sampe juara tetep aja dinyinyirin. Apaan difinal gitu doang ga banget mainnya, coba lihat manchester city enak bgt mainnya sampe bisa juara UCL. STY mana bisaaa~~~""""",kayaknya kalopun timnas juara dinyinyirin difinal doang banget mainnya coba lihat manchester city enak banget mainnya juara ucl sty,Positif,0.00031329418,0.027881578,0.9718052
"@utdfocusid @bliblidotcom Dia berharapnya mainnya timnas ni kek city kali ya, apa dia nggak nonton pemain passing 5 meter aja gabisa terus nyalahin pelatih?",berharapnya mainnya timnas kayak city kali apa-apa menonton pemain passing meter enggak bisa menyalahkan pelatih,Negatif,0.18837939,0.7306855,0.080935135
"@utdfocusid @bliblidotcom Pikir dia timnas kita mainnya wajib kayak barca eranya pep guardiola, main tiki taka futball 90% ball posession , EMG GOBLOKK DIA MAH",pikir-pikir timnas mainnya wajib kayak barca eranya pep guardiola main tiki taka futball ball posession goblokk mah,Negatif,0.037214864,0.76201046,0.20077473
"anjing si towel kocok ini maunya apa, kasi aku satu pelatih lokal pret yg bisa bawak timnas sejauh skrg dan semenarik skrg gameplaynya. kau bandingkan aja sendiri cmn mainnya bbrp tahun lalu yg cuman ngandelin longball abistu ilang bola",anjing towel kocok maunya apa-apa kasih pelatih lokal pret bawa timnas semenarik gameplaynya kau bandingkan cuman mainnya tahun-tahun cuman ngandelin longball abistu hilang bola,Negatif,0.08374122,0.7675961,0.14866272
"@TioFarizki @FaktaSepakbola Selama nggak menghujat semua orang bebas beropini. Emangnya menurut ente Egy/Witan mainnya udah bagus? Wajar lah mempertanyakan keputusan pelatih. Pro kontra tuh biasa. Bukan timnas doang, klub mana pun fansnya juga sering kritik.",menghujat orang-orang bebas beropini memangnya ente egywitan mainnya bagus wajar keputusan pelatih pro kontra timnas doang klub fansnya kritik,Negatif,0.04392809,0.6801945,0.27587742
@garagarabola_ Australia tdk secepat dan sekuat pemain jepang moga timnas bisa lbh lepas mainnya,australia secepat sekuat pemain jepang moga timnas lepas mainnya,Netral,0.66683257,0.15685843,0.17630893
"Agenda atau nggak, yang jelas sekarang timnas mainnya lebih bagus daripada era-era sebelumnya walau belum stabil. Kekurangan sdm. Cuman yah... liga lokalnya aja keok sama liga filipina mau gimana cari pemain yg bagus? Naturalisasi pun pemain standar di liga luar sana",agenda jelas-jelas timnas mainnya bagus eraera stabil kekurangan sdm cuman liga lokalnya keok liga filipina cari pemain bagus naturalisasi pemain standar liga,Negatif,0.015498426,0.5059866,0.478515
@SiaranBolaLive Cakep bener mainnya. Timnas harus bs serileks ini mainnya nanti lawan Australia. Pertahankan bola selama mungkin. Atur tempo. Kita pasti bisa ✊,cakep mainnya timnas serileks mainnya lawan australia pertahankan bola atur tempo,Netral,0.91424996,0.060551435,0.025198534
"@PedesCilor @idextratime Iya supporter irak sj sempat diam pas 1-1,kalau jepang kt berhasil menahan serangan bisa lebih 5 gol itu kalau Timnas mainnya jelek..makanya posisi Timnas Masih ada di 3 terbaik..bukan karena giveaway Timnas lolos 16 besar",iya supporter irak diam-diam pas jepang berhasil menahan serangan gol timnas mainnya jelekmakanya posisi timnas terbaikbukan giveaway timnas lolos besar-besar,Negatif,0.085039586,0.79690456,0.1180559
"@Justanopinion26 @SubacEverywhere @SiaranBolaLive Sy orang awam bola setahu Sy timnas jadul mainnya dari belakang langsung long Ball ke depan. Jarang mau pegang bola. Sy lihat di era STY dia terapkan main main pendek, enak gitu. Itu gol marselino berawal dari intersep Arhan. Yg disebut filosofi towel Gimana",orang-orang awam bola setahu timnas jadul mainnya langsung long ball jarang pegang bola lihat era sty terapkan main main pendek enak gol marselino intersep arhan filosofi towel,Positif,0.02501633,0.25971973,0.71526396
"🧑‍🏫 …. Tapi udah bagus timnas mainnya. Udah capai target juga kan 16 besar piala asia. Apalagi yang musti dikritik?""  🧑‍🦲 ""Aah kontrakmu untuk negative speech masih sampe Juni, ayo cari lagi celahnya""  ----------------  Emang susah ya bung jadi komentator bola kalo perut lapar 🤣""",bagus timnas mainnya capai target besar-besar piala asia musti dikritik aah kontrakmu negative speech juni ayo cari celahnya susah komentator bola perut lapar,Negatif,0.029609477,0.7064735,0.263917
"@SiaranBolaLive Perasaan ni anak selalu langganan masuk timnas ya, tapi aneh banget mainnya kemarin, bola lepas muluk",perasaan anak-anak langganan masuk timnas aneh banget mainnya kemarin bola lepas muluk,Negatif,0.02703576,0.8506008,0.12236342
"@PENJUALMIRAZ @Indostransfer Tapi jujur ya,  Arhan itu kayak jimat pembawa keberuntungan karena kemampuan lemparannya.  Semenjak dia masuk timnas, sejelek apa pun mainnya timnas kalau dapet momen lemparan ke dalam kayak ada harapan buat goal gitu wkwk.",jujur arhan kayak jimat pembawa keberuntungan kemampuan lemparannya semenjak masuk timnas sejelek apa-apa mainnya timnas momen lemparan kayak harapan goal wkwk,Negatif,0.049853098,0.87168354,0.07846338
"Bukan soal kalahnya. Lebih ke SDM. Lihat Thailand mainnya sudah kayak paham taktik dan strategi, dan kompak. Lha pemain Timnas, lihat kurang paham memahami taktik. Kurang kompak nyerang dan bertahannya. Koreksi Timnas U-20.  Mental tandang wajib sering di asah.   #Semangat #PSSI",kalahnya sdm lihat thailand mainnya kayak paham taktik strategi kompak pemain timnas lihat paham memahami taktik kompak menyerang bertahannya koreksi timnas mental tandang wajib asah,Negatif,0.18403336,0.7478101,0.06815652
"@rantkenz @garagarabola_ Bener juga sih yg ini Dulu tiap nonton timnas selalu berharap aja bisa menang tp yauda sekedar berharap dan doain yg terbaik. Tapi kita dalem hati tau, pasti timnas ya gitu ga mungkin menang dan mainnya monoton gitu2 aja..  Sejak sty, selalu yakin Indonesia bisa bikin kejutan wkw",menonton timnas berharap menang yauda sekedar berharap doain terbaik dalem hati-hati timnas menang mainnya monoton sty indonesia kejutan wkw,Negatif,0.38641384,0.3888426,0.22474355
@asdgfhjklmn @SiaranBolaLive syamsir kalo ga salah dulu lumayan bagus mainnya. sempat digadang2 jadi calon bintang masa depan timnas senior. eh tiba2 dia ngilang  dan malah jadi presenter padahal umurnya masih sangat muda,syamsir salah lumayan bagus mainnya digadang calon bintang timnas senior eh menghilang presenter umurnya muda,Positif,0.034133118,0.28708267,0.6787842
"@Indostransfer Yanto sbnarnya dri dulu pngen liat di timnas lg. dari dia di persib, mskipun aff disoroti krn blunder, tp suka bgt sma pemain ini. tinggi 183, balance bagus, ditambah klo udh diprcya di liga thailand yg skrg brati emang top mainnya. dia dlu sring masuk line up terbaik mingguan jg",yanto pengin lihat timnas persib mskipun aff disoroti blunder suka banget pemain balance bagus ditambah diprcya liga thailand brati top mainnya sring masuk line up terbaik mingguan,Positif,1.0746851e-05,0.003516568,0.99647266
"@medioclubID Dia pengen timnas mainnya kaya Barcelona era 2009-2013, ini decul emang rada-rada. Dia ga bakal ngerti esensinya dukung tim medioker",pengin timnas mainnya kayak barcelona era decul radarada mengerti esensinya dukung tim medioker,Negatif,0.10208144,0.85453343,0.043385074
"Ngga bagus mainnya, kaya orang bingung, ngga ngerti gw kenapa bisa masuk timnas, no 10 pula 😅",bagus mainnya kayak orang-orang bingung mengerti gue masuk timnas no,Negatif,0.011944001,0.864898,0.12315792
"@indosupporter ini keknya perlu diganti pelatihnya, kalo mainnya dan taktikal kyk gini mah boro2 deketin permainan timnas senior",kayaknya diganti pelatihnya mainnya taktikal kayak mah boro dekati permainan timnas senior,Negatif,0.07478224,0.8740367,0.05118101
@SiaranBolaLive Dari timnas U-16 sampe sekarang masuk U-20 ini pemain mainnya masih kebingungan.,timnas masuk pemain mainnya kebingungan,Netral,0.6024579,0.28295475,0.11458737
"@SiaranBolaLive Nih orang misal Indonesia lolos 8 besar, sekali pun menang lawan Australia lewat adu penalti dia akan tetap jadi pengamat haters, dia pengen mainnya timnas ala Barcelona.. Seharusnya orang kayak gini STOP kasih panggung, ntar sepi gak ada job biar dia ngemis-ngemis ke stasiun TV",orang-orang indonesia lolos besar-besar menang lawan australia adu penalti pengamat haters pengin mainnya timnas ala barcelona orang-orang kayak stop kasih panggung entar sepi job ngemisngemis stasiun tv,Negatif,0.14558053,0.8002411,0.05417842
"Ini timnas U-20 keliatan banget posessionnya mendominasi Thailand, eh malah kalah 😅 thailand santai aja mainnya.. ngk grusak grusuk tpi jelas visinya. Timnas tiap depan gawang bingung mau diapain bolanya.. Ji Da Bin banyak blunder 🥲",timnas banget posessionnya mendominasi thailand eh kalah thailand santai mainnya grusak grusuk jelas-jelas visinya timnas gawang bingung diapakan bolanya ji bin blunder,Negatif,0.022996021,0.6863835,0.29062054
timnas yg ini beda ya mainnya kalo diliat 😂,timnas beda mainnya,Negatif,0.35511038,0.4898824,0.15500721
"@kurawa Ga paham main bola bicara main bola... Tim nas main masih kayak tarkam mau main di piala dunia, ..ngimpi lu  kelamaan...bangun woi...lihat tuh mainnya Timnas vs Thailand...baru koment. ...!",paham main bola bicara main bola tim nas main kayak tarkam main piala dunia mimpi lu kelamaanbangun woilihat mainnya timnas vs thailandbaru komentar,Negatif,0.02333159,0.95890737,0.017761061
timnas u 20 mainnya kyak,timnas mainnya kayak,Negatif,0.06788909,0.85232323,0.07978763
"Busuk mainnya timnas U20, anehnya kok pelatihnya Indra S masih dipertahankan, seperti melihat timnas tahun 2000 an",busuk mainnya timnas anehnya pelatihnya indra dipertahankan timnas tahun-tahun an,Negatif,0.12056374,0.84214616,0.037290063
Timnas U20 mainnya jelek banget,timnas mainnya jelek banget,Negatif,0.005841676,0.9540137,0.040144626
"@PokoknyaItuDahh @FT_IDN Bener ini. Emang bikin emosi bgt 2 orang ini. STY berhasil balikin animo suporter timnas dg penuh gairah lg setelah sebelumnya males nonton krn mainnya lemes, long ball trus, pemain itu2 aja dan kalahan!",idn emosi banget orang-orang sty berhasil balikin animo suporter timnas penuh gairah malas menonton mainnya lemes long ball pemain kalahan,Negatif,0.03657198,0.8903843,0.07304369
"@reddroopyeyes @PokoknyaItuDahh @FT_IDN Moriyasu waktu awal² di Jepang itu masih bapuk utk ukuran timnas papan atas Asia kek Jepang. cuma menang 1-0 lawan tim yang ga begitu kek Vietnam (itupun karena pinalti), mainnya lumayan jelek di fase grup sampai KO stage",idn moriyasu jepang bapuk ukuran timnas papan asia kayak jepang menang lawan tim kayak vietnam itupun pinalti mainnya lumayan jelek fase grup stage,Positif,0.16670847,0.40004334,0.43324825
"Keren banget Timnas U20 mainnya. Sepakbola modern, ga ada lagi crossing2 melambung ga jelas",keren-keren banget timnas mainnya sepakbola modern crossing melambung jelas-jelas,Positif,0.0045566056,0.09009154,0.9053518
Kemarin liat timnas senior mainnya keren passing bener sekarang liat u20 mainnya bego tai ancur ancuran passing gak ada yang bener semua bego,kemarin lihat timnas senior mainnya keren-keren passing lihat mainnya bego tahi hancur ancuran passing bego,Negatif,0.2160758,0.5525949,0.23132928
"Timnas Indonesia U20 ini mainnya bagus banget lho, Thailand ga dikasih nyerang sama sekali.",timnas indonesia mainnya bagus banget lho thailand dikasih menyerang,Positif,0.000815123,0.043899495,0.9552854
bagus anjir mainnya timnas u20,bagus anjir mainnya timnas,Positif,0.02057696,0.25645396,0.7229691
jadi dulu pas gua kecil gua pernah ga sengaja nonton timnas kyrgyztan main. pas itu gua liat ini timnas kyrgyztan mainnya bagus banget. semenjak itu gua jadi suka sepak bola dan gua jadi fans timnas kyrgyztan,pas gua kecil-kecil gua sengaja menonton timnas kyrgyztan main pas gua lihat timnas kyrgyztan mainnya bagus banget semenjak gua suka sepak bola gua fan timnas kyrgyztan,Negatif,0.0021933736,0.9865943,0.011212251
Timnas Indonesia U20 ini mainnya asyik banget.,timnas indonesia mainnya asyik banget,Positif,0.05260329,0.4017078,0.545689
"Timnas U20 mainnya jago banget, Thailand gak di kasih pegang bola 😭",timnas mainnya jago banget thailand kasih pegang bola,Negatif,0.08692452,0.56908596,0.34398955
"No 11 nya Timnas Indonesia U20 bagus mainnya, kalau bisa improve terus mungkin bakal dipanggil ke tim senior dalam waktu dekat apalagi timnas lagi butuh striker  #TimnasDay #TimnasIndonesia",no timnas indonesia bagus mainnya improve dipanggil tim senior timnas butuh striker,Negatif,0.07988862,0.69318163,0.22692975
"liat afrizal dari debut ampe skrg performa nya konsisten bener dah di u20, enak bat mainnya, build up timnas jdi mulus karena dia naik turun posisi kiri",lihat afrizal debut performa konsisten deh enak banget mainnya build up timnas mulus turun posisi kiri,Positif,6.888048e-05,0.008785771,0.9911453
Timnas u20 rapi bener mainnya,timnas rapi mainnya,Netral,0.410978,0.41081363,0.1782084
@idextratime ETI lu ga nonton timnas u-20? cakep juga mainnya mereka,eti lu menonton timnas cakep mainnya,Negatif,0.019629598,0.9690587,0.011311706
@KABAR_CHELSEA Yang penting depannya efektif kaya kemarin. Sterling harus ubah gaya mainnya kaya kemarin. Gak usah egois lagi. Toh demi kebaikan dia juga. Sebentar lagi euro. Kalo konsisten pasti bakal dipanggil timnas lagi,chelsea depannya efektif kayak kemarin sterling ubah gaya mainnya kayak kemarin egois kebaikan sebentar euro konsisten dipanggil timnas,Negatif,0.09774095,0.82404643,0.078212656
"bulan maret udh WCQ round 2 loh di indo kalau rumput gbk masih gitu jelek bikin malu aja anjir, percuma stadium besar tapi mengelola rumput aja gabener.   tolong nanti maret timnas mainnya jangan mau di gbk rumput jelek parah, nonton timnas bayar tp klo rumput jelek ya rugi anjir",maret wcq round indonesia rumput gbk jelek malu anjir stadium besar-besar mengelola rumput gabener tolong maret timnas mainnya jangan-jangan gbk rumput jelek parah menonton timnas bayar rumput jelek rugi anjir,Negatif,0.062361937,0.8711543,0.06648379
Timnas Indonesia mainnya bagus. Bahkan ketika kalah pun tetap bagus mainnya. Layak kok lolos ke babak berikutnya.,timnas indonesia mainnya bagus kalah bagus mainnya layak lolos babak,Positif,0.0020195323,0.1149532,0.88302726
@benchpigeon Kalau kita liat cara mainnya timnas bener2 tidak mencerminkan peringkat 142 goal2 lawan juga kebanyakan blunder sendiri. Ya emang kedepannya akan jadi masalah kalau misal pemain diaspora dan yang pemain aboard tidak bisa membela timnas dan mengambil dari Liga lokal kita,lihat mainnya timnas mencerminkan peringkat goal lawan kebanyakan blunder kedepannya pemain diaspora pemain aboard membela timnas mengambil liga lokal,Netral,0.7888304,0.15665957,0.05450996
Jujur timnas over euforia krg begitu suka aslinya karna lolosnya lbh ke faktor luck dan mainnya lbh ke negatif football walauu gk parah.  Tp gmn lg ini sejarah pertama kali dan projek sty yg lbh ke progress jangka panjang ttp diapresiasi sih.,jujur timnas over euforia krg suka aslinya lolosnya faktor luck mainnya negatif football walauu parah sejarah kali projek sty progress jangka diapresiasi,Negatif,0.09525342,0.75799626,0.14675039
"Asli lo, untuk yg sirik sama timnas cukup nonton aja kirgizstan (rank 98) dan oman (74) kemarin.  Mereka mainnya lebih jelek dari tai babi alias sampah, gak cantik, dan gak jelas arahnya. Sedangkan Indonesia bisa build up spt ini lho...",asli lo sirik timnas menonton kirgizstan rank oman kemarin mainnya jelek tahi babi alias sampah cantik jelas-jelas arahnya indonesia build up lho,Negatif,0.0011402369,0.99838686,0.00047297037
"@mrsatanica @id_fm @CoachJustinL Mungkin gak sih skillnya jadi downgrade efek main di Asean? Kayaknya awal2 main di Timnas keliatan jago, lama2 jadi aneh mainnya, khususnya pas lawan Irak di Kualifikasi PD 2026 positioningnya parah.",fm skillnya downgrade efek main asean kayaknya main timnas jago aneh mainnya pas lawan irak kualifikasi positioningnya parah,Negatif,0.09723977,0.84460825,0.058151923
"@FansNerazzurri timnas iya, tapi kalau liga lokal mainnya gini amat :((",timnas iya liga lokal mainnya,Negatif,0.14966428,0.78596234,0.06437341
"yg sprti ini hny fans fomo yg ikut hingar bingarnya ketika event bsar aj. mreka ga ngerti proses, ga ngerti cr mainnya, yg mreka tau cm hasilnya. jls bkn fans timnas sejati. cr pandang mreka sempit (cm hasil turnamen besar) tanpa melihat dr yg lbih besar (proses utk smpe kesini)",fan fomo hingar bingarnya event bsar mengerti proses mengerti mainnya hasilnya jls fan timnas sejati pandang sempit hasil turnamen besar-besar besar-besar proses kesini,Netral,0.9326375,0.04503562,0.022326836
"Sumpah ga dilebay2in krna org indo, tpi timnas sekarang mainnya enak banget diliat walaupun pas kalah. Ga kyk dulu sampah bgt.",sumpah dilebayin orang indonesia timnas mainnya enak banget pas kalah kayak sampah banget,Positif,0.00065402477,0.087546945,0.9117991
Kebetulan lewat. Walau akun united tapi karen isinya timnas gapapa deh  Ini karakter mainnya mantep si. Mana tu yg ngomel cari panggung kemaren,akun united karen isinya timnas gapapa deh karakter mainnya mantap ngomel cari panggung kemarin,Positif,0.0024545963,0.26035103,0.7371944
@brosamael Semoga timnas indonesia mainnya lancar dan bisa menangin piala asia cup aminn jadi kebanggan Indonesia!! Semangat!,semoga timnas indonesia mainnya lancar menangin piala asia cup amin kebanggaan indonesia semangat,Netral,0.6963931,0.17885038,0.124756545
"@BudiNafa @ruangtaktik Contohnya arhan deh. Kemarin dibully krn mainnya emng sejelek itu. Tapi kmrn di piala asia, bs lebih bgs ya dipuji tuh  Lagian. Gak semua yg hina pemain itu fans sejati timnas. Mrk cuma nitizen kardus yg pengenny indo menang trs.",contohnya arhan deh kemarin dibully mainnya sejelek kemarin piala asia bagus dipuji hina pemain fan sejati timnas nitizen kardus pengenny indonesia menang,Positif,0.015420106,0.40133607,0.5832439
"Seneng gk sih liat timnas yg dulu mainnya dikit2 long pass kedepan asal - asalan.  Sekarang bisa build up sabar &amp  cukup tenang kayak gini.  Pdahal posisinya ketinggalan, bukan lagi unggul.",senang lihat timnas mainnya dikit long pas kedepan asalan build up sabar tenang kayak posisinya ketinggalan unggul,Positif,0.11633887,0.36229864,0.5213625
lagi2 mainnya di hari yg sama 2 match terakhir : timnas menang barca menang timnas kalah barca kalah https://t.co/FCXNz6UHO1,mainnya match timnas menang barca menang timnas kalah barca kalah,Negatif,0.3548862,0.39942184,0.24569191
"Sama satu lagi, bola2 panjang nan lambung udah ga keliatan lagi Anak2 muda timnas skrg bisa dibilang mainnya lebih cerdas",bola lambung anak-anak muda timnas dibilang mainnya cerdas,Negatif,0.314736,0.5175622,0.16770187
"@Khuluq3339991 @utdfocusid @bliblidotcom sejelek jeleknya pemain yg main di eropa, mereka terbiasa melawan tim yg mainnya rapi. Kultur itu yg harus ada di timnas indonesia.",sejelek jeleknya pemain main eropa terbiasa melawan tim mainnya rapi kultur timnas indonesia,Netral,0.6973539,0.20003287,0.10261326
@utdfocusid @bliblidotcom Aduhh anjirrr timnas bisa gini ya mainnya,aduh anjir timnas mainnya,Negatif,0.16896819,0.69757575,0.1334561
"@ruangtaktik Poin yg sangat setuju, di timnas bkn era “gw jago, ga perlu latihan, dtg lgsg main” disini soal attitude, work rate itu dilihat bgt (jd keputusan terakhir). Percaya tim pelatih dalam menyusun kerangka team,, kita tinggal menikmati proses &amp  mainnya",poin setuju timnas era gue jago latihan langsung main attitude work rate banget keputusan percaya tim pelatih menyusun kerangka team tinggal menikmati proses mainnya,Negatif,0.04275945,0.81438905,0.1428515
"1-0 lawan Australia, nanti ketemu korsel. Lebih wow lagi ngalahin korsel auto makin di rujak timnas korsel sama knetz, apalagi pelatihnya yg di lemparin telur pas world cup 2018  seruu kalo ngebayangin mah🤣☝🏻 tapi korsel mainnya lagi gk terlalu bagus juga, sama jordan aja imbang",lawan australia ketemu korsel wow mengalahkan korsel auto rujak timnas korsel knetz pelatihnya lemparin telur pas world cup seru ngebayangin mah korsel mainnya bagus jordan imbang,Positif,0.027213078,0.38401842,0.58876854
"Taik. Aneh banget, bisa-bisanya Timnas mainnya lebih entertaining"" dibanding Emyu.""",tahi aneh banget bisabisanya timnas mainnya entertaining dibanding emyu,Negatif,0.01240066,0.95179325,0.035806116
"@suryatjia Tapi dilihat sekarang timnas emg mainnya agak lebih bagus sih,Kak. Dibanding pra 2018 😆",timnas mainnya bagus sihkak dibanding pra,Positif,0.02465567,0.29094943,0.68439484
